date,price,ma_50,ma_200,regime,ma_cross
2023-06-26,419.0923156738281,406.4457403564453,384.1738932800293,Bull,Golden
2023-06-27,423.68695068359375,406.93602600097654,384.3789666748047,Bull,Golden
2023-06-28,423.900634765625,407.40193908691407,384.5553839111328,Bull,Golden
2023-06-29,425.5714111328125,407.8960400390625,384.7192712402344,Bull,Golden
2023-06-30,430.5934448242188,408.4919366455078,384.9936669921875,Bull,Golden
2023-07-03,431.08880615234375,409.14148315429685,385.26337142944334,Bull,Golden
2023-07-05,430.44769287109375,409.77201416015623,385.5512797546387,Bull,Golden
2023-07-06,427.0770568847656,410.3268103027344,385.8365576171875,Bull,Golden
2023-07-07,425.998779296875,410.98682067871096,386.1020965576172,Bull,Golden
2023-07-10,427.0770568847656,411.7016882324219,386.3944281005859,Bull,Golden
2023-07-11,429.79693603515625,412.31514038085936,386.73250885009764,Bull,Golden
2023-07-12,433.2550354003906,412.9296228027344,387.1030912780762,Bull,Golden
2023-07-13,436.6936950683594,413.62100708007813,387.5209538269043,Bull,Golden
2023-07-14,436.4217529296875,414.39734375,387.9549229431152,Bull,Golden
2023-07-17,437.9370422363281,415.2585693359375,388.4009312438965,Bull,Golden
2023-07-18,441.1911926269531,416.2408154296875,388.82890090942385,Bull,Golden
2023-07-19,442.1723327636719,417.09751708984373,389.29891677856443,Bull,Golden
2023-07-20,439.2386779785156,417.89341613769534,389.78118408203125,Bull,Golden
2023-07-21,439.2386779785156,418.72434997558594,390.2182014465332,Bull,Golden
2023-07-24,441.2009582519531,419.5573663330078,390.6105194091797,Bull,Golden
2023-07-25,442.4054260253906,420.42840698242185,391.01308242797853,Bull,Golden
2023-07-26,442.473388671875,421.31125915527343,391.4346513366699,Bull,Golden
2023-07-27,439.539794921875,422.1079541015625,391.8915045166016,Bull,Golden
2023-07-28,443.8430786132813,423.0441375732422,392.3831660461426,Bull,Golden
2023-07-31,444.6881408691406,423.900830078125,392.88999374389647,Bull,Golden
2023-08-01,443.4156494140625,424.65464904785154,393.39612106323244,Bull,Golden
2023-08-02,437.2474365234375,425.2969116210937,393.8262532043457,Bull,Golden
2023-08-03,435.9942932128906,425.9108221435547,394.29013916015623,Bull,Golden
2023-08-04,434.02239990234375,426.5762652587891,394.70006759643553,Bull,Golden
2023-08-07,437.810791015625,427.3755438232422,395.10825637817385,Bull,Golden
2023-08-08,435.9068603515625,428.0678381347656,395.5195457458496,Bull,Golden
2023-08-09,432.9927062988281,428.5979083251953,395.93109130859375,Bull,Golden
2023-08-10,433.1481628417969,429.1279913330078,396.3008038330078,Bull,Golden
2023-08-11,432.8955993652344,429.6981213378906,396.64727645874024,Bull,Golden
2023-08-14,435.2852478027344,430.2392022705078,396.97666625976564,Bull,Golden
2023-08-15,430.214599609375,430.5607989501953,397.29461837768554,Bull,Golden
2023-08-16,427.05767822265625,430.8351300048828,397.60657470703126,Bull,Golden
2023-08-17,423.8034973144531,431.02637634277346,397.8588819885254,Bull,Golden
2023-08-18,424.0075073242188,431.2503515625,398.1256932067871,Bull,Golden
2023-08-21,426.7661743164063,431.479560546875,398.4144071960449,Bull,Golden
2023-08-22,425.6102294921875,431.6707470703125,398.7436470031738,Bull,Golden
2023-08-23,430.3505554199219,431.8812524414063,399.11511032104494,Bull,Golden
2023-08-24,424.3863220214844,431.9171160888672,399.43112869262694,Bull,Golden
2023-08-25,427.378173828125,432.0027520751953,399.7448316955566,Bull,Golden
2023-08-28,430.08831787109375,432.0376837158203,400.06224822998047,Bull,Golden
2023-08-29,436.3051452636719,432.22613220214845,400.44851348876955,Bull,Golden
2023-08-30,438.1022338867188,432.49481689453125,400.74510681152344,Bull,Golden
2023-08-31,437.4611206054688,432.7941961669922,401.0201644897461,Bull,Golden
2023-09-01,438.2770690917969,433.0793933105469,401.31556884765627,Bull,Golden
2023-09-05,436.3828125,433.3908172607422,401.58533081054685,Bull,Golden
2023-09-06,433.44927978515625,433.67795654296873,401.85501251220705,Bull,Golden
2023-09-07,432.1185302734375,433.8465881347656,402.12384704589846,Bull,Golden
2023-09-08,432.769287109375,434.02396118164063,402.3873458862305,Bull,Golden
2023-09-11,435.6154174804688,434.22484130859374,402.67198532104493,Bull,Golden
2023-09-12,433.2259216308594,434.2774908447266,402.91919723510745,Bull,Golden
2023-09-13,433.7309875488281,434.33033447265626,403.1568418884277,Bull,Golden
2023-09-14,437.4708251953125,434.4707971191406,403.4136178588867,Bull,Golden
2023-09-15,432.2000122070313,434.57325622558596,403.67484619140623,Bull,Golden
2023-09-18,432.4534912109375,434.70235046386716,403.94060485839844,Bull,Golden
2023-09-19,431.556640625,434.79194213867186,404.1421379089355,Bull,Golden
2023-09-20,427.5891723632813,434.7477868652344,404.32527313232424,Bull,Golden
2023-09-21,420.5218505859375,434.4931231689453,404.4753269958496,Bull,Golden
2023-09-22,419.5762939453125,434.15077514648436,404.6557780456543,Bull,Golden
2023-09-25,421.3406982421875,433.8491540527344,404.87269058227537,Bull,Golden
2023-09-26,415.1506652832031,433.3934265136719,405.06186782836915,Bull,Golden
2023-09-27,415.3163757324219,432.87593017578126,405.2370945739746,Bull,Golden
2023-09-28,417.7241821289063,432.38696716308596,405.4385633850098,Bull,Golden
2023-09-29,416.7103576660156,431.93640075683595,405.6077557373047,Bull,Golden
2023-10-02,416.5446166992188,431.48251953125,405.76162826538086,Bull,Golden
2023-10-03,410.96875,430.87787536621096,405.8999534606934,Bull,Golden
2023-10-04,413.9613952636719,430.3089947509766,406.1001232910156,Bull,Golden
2023-10-05,413.805419921875,429.7356353759766,406.32158615112303,Bull,Golden
2023-10-06,418.7184753417969,429.319208984375,406.5832809448242,Bull,Golden
2023-10-09,421.3991394042969,428.8703302001953,406.8558724975586,Bull,Golden
2023-10-10,423.5924682617188,428.4484167480469,407.1120016479492,Bull,Golden
2023-10-11,425.32763671875,428.08665649414064,407.40336822509767,Bull,Golden
2023-10-12,422.7346496582031,427.79640075683596,407.6712127685547,Bull,Golden
2023-10-13,420.6290283203125,427.48909545898437,407.93580841064454,Bull,Golden
2023-10-16,425.0547180175781,427.30974182128904,408.2453816223144,Bull,Golden
2023-10-17,425.0351867675781,427.0542297363281,408.52217376708984,Bull,Golden
2023-10-18,419.3715515136719,426.7235235595703,408.7755166625977,Bull,Golden
2023-10-19,415.6867980957031,426.3774053955078,409.0181967163086,Bull,Golden
2023-10-20,410.5788269042969,425.9260186767578,409.2211645507812,Bull,Golden
2023-10-23,409.8671875,425.46545043945315,409.4416882324219,Bull,Golden
2023-10-24,412.9573974609375,425.0188934326172,409.6357244873047,Bull,Golden
2023-10-25,407.030517578125,424.5552117919922,409.80118682861325,Bear,Golden
2023-10-26,402.1564331054688,424.05718688964845,409.9291668701172,Bear,Golden
2023-10-27,400.3335876464844,423.58778869628907,410.02421905517576,Bear,Golden
2023-10-30,405.1199035644531,423.21003662109376,410.1362614440918,Bear,Golden
2023-10-31,407.66412353515625,422.82799560546874,410.25360122680667,Bear,Golden
2023-11-01,412.0118408203125,422.55602783203125,410.39619873046877,Bull,Golden
2023-11-02,419.9077453613281,422.34717163085935,410.6085485839844,Bull,Golden
2023-11-03,423.7387390136719,422.33421997070315,410.85379165649414,Bull,Golden
2023-11-06,424.7135009765625,422.2809265136719,411.0690080261231,Bull,Golden
2023-11-07,425.9222412109375,422.1976049804687,411.26737075805664,Bull,Golden
2023-11-08,426.2341613769531,421.9961853027344,411.46936599731447,Bull,Golden
2023-11-09,422.91009521484375,421.69234252929687,411.65401779174806,Bull,Golden
2023-11-10,429.5095520019531,421.53331115722654,411.8504563903809,Bull,Golden
2023-11-13,429.10009765625,421.34977172851563,412.0403645324707,Bull,Golden
2023-11-14,437.4249877929688,421.370615234375,412.2964335632324,Bull,Golden
2023-11-15,438.3510437011719,421.4686505126953,412.528740234375,Bull,Golden
2023-11-16,438.8872375488281,421.6040246582031,412.7429032897949,Bull,Golden
2023-11-17,439.43304443359375,421.7372998046875,412.9309686279297,Bull,Golden
2023-11-20,442.815673828125,421.8813049316406,413.157301940918,Bull,Golden
2023-11-21,441.85052490234375,422.0537969970703,413.3909571838379,Bull,Golden
2023-11-22,443.5564880371094,422.25030700683595,413.6073042297363,Bull,Golden
2023-11-24,443.8294372558594,422.3774792480469,413.8469010925293,Bull,Golden
2023-11-27,443.0301208496094,422.5940814208984,414.0996627807617,Bull,Golden
2023-11-28,443.4687805175781,422.81438720703125,414.35003799438476,Bull,Golden
2023-11-29,443.1568298339844,423.04639099121096,414.57576309204103,Bull,Golden
2023-11-30,444.9017639160156,423.3926428222656,414.81112884521485,Bull,Golden
2023-12-01,447.5337219238281,423.9328802490234,415.0531945800781,Bull,Golden
2023-12-04,445.1844482421875,424.4450433349609,415.3109913635254,Bull,Golden
2023-12-05,445.0967102050781,424.92016357421875,415.57326614379883,Bull,Golden
2023-12-06,443.3031005859375,425.48321228027345,415.8659567260742,Bull,Golden
2023-12-07,446.6856384277344,426.1105975341797,416.1782113647461,Bull,Golden
2023-12-08,448.6060485839844,426.7282348632813,416.4898486328125,Bull,Golden
2023-12-11,450.3509216308594,427.40104614257814,416.83084213256836,Bull,Golden
2023-12-12,452.4077758789063,428.11830932617187,417.1756120300293,Bull,Golden
2023-12-13,458.64654541015625,429.071865234375,417.558662109375,Bull,Golden
2023-12-14,460.1184997558594,429.99500732421876,417.95639892578123,Bull,Golden
2023-12-15,459.3609008789063,430.9061169433594,418.3355487060547,Bull,Golden
2023-12-18,461.9448547363281,431.77064453125,418.6968634033203,Bull,Golden
2023-12-19,464.75390625,432.6377398681641,419.0708735656738,Bull,Golden
2023-12-20,458.3136596679688,433.33216369628906,419.442569732666,Bull,Golden
2023-12-21,462.6593627929688,434.07879821777345,419.8328610229492,Bull,Golden
2023-12-22,463.5891418457031,434.89588806152346,420.26328048706057,Bull,Golden
2023-12-26,465.5466613769531,435.79424072265624,420.7307234191895,Bull,Golden
2023-12-27,466.3883972167969,436.6209143066406,421.2050262451172,Bull,Golden
2023-12-28,466.5645751953125,437.4515020751953,421.64950332641604,Bull,Golden
2023-12-29,465.2138671875,438.36834838867185,422.09903717041016,Bull,Golden
2024-01-02,462.6103820800781,439.3068200683594,422.5026290893555,Bull,Golden
2024-01-03,458.8323974609375,440.2718914794922,422.9096578979492,Bull,Golden
2024-01-04,457.35443115234375,441.22163635253906,423.2911512756348,Bull,Golden
2024-01-05,457.98089599609375,442.1221063232422,423.65075973510744,Bull,Golden
2024-01-08,464.51898193359375,443.2718756103516,424.0759629821777,Bull,Golden
2024-01-09,463.8142700195313,444.5050323486328,424.49251342773437,Bull,Golden
2024-01-10,466.4372863769531,445.82710632324216,424.90969467163086,Bull,Golden
2024-01-11,466.2318420410156,447.0493450927734,425.32226806640625,Bull,Golden
2024-01-12,466.55474853515625,448.22715759277344,425.7407623291016,Bull,Golden
2024-01-16,464.8419799804688,449.28376037597656,426.12286911010744,Bull,Golden
2024-01-17,462.2580261230469,450.1307659912109,426.48068450927735,Bull,Golden
2024-01-18,466.3688049316406,450.9833673095703,426.8315205383301,Bull,Golden
2024-01-19,472.1826171875,451.93274963378906,427.2038768005371,Bull,Golden
2024-01-22,473.1809692382813,452.87792419433595,427.59225723266604,Bull,Golden
2024-01-23,474.5610046386719,453.84446105957034,427.9927159118652,Bull,Golden
2024-01-24,475.0798034667969,454.8878552246094,428.3880746459961,Bull,Golden
2024-01-25,477.6637268066406,455.85093872070314,428.7943208312988,Bull,Golden
2024-01-26,477.056884765625,456.8100744628906,429.1970002746582,Bull,Golden
2024-01-29,480.83489990234375,457.67827270507814,429.6266508483887,Bull,Golden
2024-01-30,480.46295166015625,458.5205108642578,430.0282145690918,Bull,Golden
2024-01-31,472.62310791015625,459.1952282714844,430.3954667663574,Bull,Golden
2024-02-01,478.8088684082031,459.98274475097656,430.7864862060547,Bull,Golden
2024-02-02,483.8494873046875,460.8034210205078,431.2014018249512,Bull,Golden
2024-02-05,482.0877075195313,461.60816467285156,431.60784729003905,Bull,Golden
2024-02-06,483.4873352050781,462.40678161621094,432.0322265625,Bull,Golden
2024-02-07,487.5198364257813,463.28058959960936,432.4752200317383,Bull,Golden
2024-02-08,487.7351379394531,464.17468994140626,432.9172094726562,Bull,Golden
2024-02-09,490.5539855957031,465.11639404296875,433.40498809814454,Bull,Golden
2024-02-12,490.3386535644531,466.0600305175781,433.9000129699707,Bull,Golden
2024-02-13,483.585205078125,466.8336993408203,434.32231735229493,Bull,Golden
2024-02-14,487.9798278808594,467.64262145996094,434.749561920166,Bull,Golden
2024-02-15,491.3467712402344,468.56586791992186,435.1956733703613,Bull,Golden
2024-02-16,488.89990234375,469.44193176269533,435.65214828491213,Bull,Golden
2024-02-20,486.2082824707031,470.30003540039064,436.1088108825684,Bull,Golden
2024-02-21,486.6487426757813,471.09929748535154,436.58166015625,Bull,Golden
2024-02-22,496.72015380859375,472.06157958984375,437.06857467651366,Bull,Golden
2024-02-23,497.0627136230469,472.9958154296875,437.5566696166992,Bull,Golden
2024-02-26,495.2421875,473.85250366210937,438.0444206237793,Bull,Golden
2024-02-27,496.1622314453125,474.6028173828125,438.52748107910156,Bull,Golden
2024-02-28,495.5064697265625,475.3105767822266,439.01074645996096,Bull,Golden
2024-02-29,497.2877807617188,476.0691143798828,439.5055314636231,Bull,Golden
2024-03-01,501.95648193359375,476.8693469238281,440.01678863525393,Bull,Golden
2024-03-04,501.418212890625,477.6026330566406,440.53871017456055,Bull,Golden
2024-03-05,496.4069213867188,478.36449829101565,441.01147720336917,Bull,Golden
2024-03-06,498.92236328125,479.0897583007812,441.4774655151367,Bull,Golden
2024-03-07,503.8748779296875,479.8954730224609,441.9711683654785,Bull,Golden
2024-03-08,500.85052490234375,480.60155029296874,442.448927154541,Bull,Golden
2024-03-11,500.4198303222656,481.2821789550781,442.94727508544923,Bull,Golden
2024-03-12,505.8030700683594,482.06694885253904,443.4870561218262,Bull,Golden
2024-03-13,505.01019287109375,482.8628753662109,444.0056463623047,Bull,Golden
2024-03-14,504.0118713378906,483.6909051513672,444.4932597351074,Bull,Golden
2024-03-15,500.5510559082031,484.5252783203125,444.9627949523926,Bull,Golden
2024-03-18,503.52587890625,485.44870727539063,445.4584788513184,Bull,Golden
2024-03-19,506.3240661621094,486.41557067871094,445.94894317626955,Bull,Golden
2024-03-20,511.0072021484375,487.3453350830078,446.43330535888674,Bull,Golden
2024-03-21,512.6959228515625,488.3229681396484,446.9300793457031,Bull,Golden
2024-03-22,511.7239990234375,489.2287023925781,447.4174934387207,Bull,Golden
2024-03-25,510.3101806640625,490.1102691650391,447.9050006103516,Bull,Golden
2024-03-26,509.3675842285156,490.9665258789062,448.37530990600584,Bull,Golden
2024-03-27,513.6483154296875,491.9426525878906,448.86329696655275,Bull,Golden
2024-03-28,513.5501098632812,492.9684942626953,449.331921081543,Bull,Golden
2024-04-01,512.6566162109375,493.8942504882813,449.7822384643555,Bull,Golden
2024-04-02,509.3971862792969,494.6385418701172,450.21374252319333,Bull,Golden
2024-04-03,509.9566345214844,495.3740551757812,450.62181701660154,Bull,Golden
2024-04-04,503.7321472167969,495.95747802734377,451.00606414794925,Bull,Golden
2024-04-05,508.9945068359375,496.6357720947266,451.42769668579103,Bull,Golden
2024-04-08,509.279296875,497.26808349609377,451.8616323852539,Bull,Golden
2024-04-09,509.8683776855469,497.9243133544922,452.2908882141113,Bull,Golden
2024-04-10,504.7629699707031,498.4028747558594,452.71064498901364,Bull,Golden
2024-04-11,508.5723876953125,498.9650634765625,453.1580453491211,Bull,Golden
2024-04-12,501.552490234375,499.54365112304686,453.547373046875,Bull,Golden
2024-04-15,495.2690124511719,499.87285400390624,453.9042149353027,Bull,Golden
2024-04-16,494.36572265625,500.0831787109375,454.2481864929199,Bull,Golden
2024-04-17,491.4399719238281,500.2702239990234,454.55241912841797,Bull,Golden
2024-04-18,490.4286804199219,500.4090509033203,454.84911849975583,Bull,Golden
2024-04-19,486.1480712890625,500.3816156005859,455.1276203918457,Bull,Golden
2024-04-22,490.6250915527344,500.43941467285157,455.4453605651855,Bull,Golden
2024-04-23,496.4471435546875,500.5572778320313,455.79760238647464,Bull,Golden
2024-04-24,496.2114868164063,500.6747344970703,456.1432745361328,Bull,Golden
2024-04-25,494.3264465332031,500.8895593261719,456.4659220886231,Bull,Golden
2024-04-26,499.0096740722656,501.11015625,456.7946952819824,Bull,Golden
2024-04-29,500.7768859863281,501.2987585449219,457.11511123657226,Bull,Golden
2024-04-30,492.8439331054688,501.37763916015626,457.3972221374512,Bull,Golden
2024-05-01,491.24365234375,501.4783465576172,457.6637551879883,Bull,Golden
2024-05-02,495.8384399414063,501.6621405029297,457.9369914245606,Bull,Golden
2024-05-03,501.9844970703125,501.7674273681641,458.2360522460938,Bull,Golden
2024-05-06,507.1683654785156,501.96954040527345,458.57570068359377,Bull,Golden
2024-05-07,507.7280578613281,502.2192578125,458.9181475830078,Bull,Golden
2024-05-08,507.777099609375,502.45155517578127,459.25102828979493,Bull,Golden
2024-05-09,510.702880859375,502.7554833984375,459.59251556396487,Bull,Golden
2024-05-10,511.3607177734375,503.03694213867186,459.9369522094727,Bull,Golden
2024-05-13,511.4293518066406,503.2263995361328,460.2963999938965,Bull,Golden
2024-05-14,513.77587890625,503.47355285644534,460.6460639953613,Bull,Golden
2024-05-15,520.1380004882812,503.94817443847654,461.023313293457,Bull,Golden
2024-05-16,519.0678100585938,504.35108337402346,461.40157409667967,Bull,Golden
2024-05-17,519.81396484375,504.6698651123047,461.81440673828126,Bull,Golden
2024-05-20,520.4129028320312,505.0611126708984,462.23649978637695,Bull,Golden
2024-05-21,521.689208984375,505.48650024414064,462.6748338317871,Bull,Golden
2024-05-22,520.1871337890625,505.7741815185547,463.0867155456543,Bull,Golden
2024-05-23,516.387451171875,506.0017266845703,463.4891184997559,Bull,Golden
2024-05-24,519.80419921875,506.3175732421875,463.9231759643555,Bull,Golden
2024-05-28,520.16748046875,506.70990173339845,464.35827255249023,Bull,Golden
2024-05-29,516.52490234375,506.9698822021484,464.7764190673828,Bull,Golden
2024-05-30,513.0984497070312,507.10536987304687,465.1654850769043,Bull,Golden
2024-05-31,517.7718505859375,507.24066284179685,465.6032713317871,Bull,Golden
2024-06-03,518.1939697265625,507.3506237792969,466.05895278930666,Bull,Golden
2024-06-04,518.7733154296875,507.4916101074219,466.5338018798828,Bull,Golden
2024-06-05,524.9390258789062,507.78418701171876,467.03845947265626,Bull,Golden
2024-06-06,524.9290771484375,508.09541687011716,467.5292739868164,Bull,Golden
2024-06-07,524.2910766601562,508.3082720947266,468.0226782226562,Bull,Golden
2024-06-10,525.9109497070312,508.55548889160156,468.5004801940918,Bull,Golden
2024-06-11,527.1774291992188,508.84590515136716,469.01443572998045,Bull,Golden
2024-06-12,531.5072631835938,509.2881066894531,469.5350811767578,Bull,Golden
2024-06-13,532.577392578125,509.74052185058594,470.04752655029296,Bull,Golden
2024-06-14,532.9013671875,510.32390625,470.53050765991213,Bull,Golden
2024-06-17,537.1427001953125,510.8868701171875,471.0257099914551,Bull,Golden
2024-06-18,538.5075073242188,511.4714343261719,471.5309419250488,Bull,Golden
2024-06-20,537.0445556640625,512.0149578857422,472.0247793579102,Bull,Golden
2024-06-21,536.3245239257812,512.6461889648438,472.52448791503906,Bull,Golden
2024-06-24,534.5811157226562,513.1663635253906,473.03014709472654,Bull,Golden
2024-06-25,536.6397705078125,513.8681091308594,473.5527532958984,Bull,Golden
2024-06-26,537.3095703125,514.7089202880859,474.07545471191406,Bull,Golden
2024-06-27,538.1566162109375,515.5847381591797,474.5881607055664,Bull,Golden
2024-06-28,536.0389404296875,516.4767175292968,475.10222579956053,Bull,Golden
2024-07-01,537.14208984375,517.4109857177734,475.61928131103514,Bull,Golden
2024-07-02,540.7570190429688,518.5031646728515,476.1357122802734,Bull,Golden
2024-07-03,543.1701049804688,519.5540649414063,476.6905627441406,Bull,Golden
2024-07-05,546.3023071289062,520.5511682128906,477.25980682373046,Bull,Golden
2024-07-08,546.9327392578125,521.5655932617187,477.83668731689454,Bull,Golden
2024-07-09,547.4645385742188,522.6283551025391,478.4360641479492,Bull,Golden
2024-07-10,552.8818359375,523.7057983398438,479.09786407470705,Bull,Golden
2024-07-11,548.1145629882812,524.6525518798828,479.74055541992186,Bull,Golden
2024-07-12,551.5718383789062,525.8271099853515,480.39171112060546,Bull,Golden
2024-07-15,553.0886840820312,527.0640106201172,481.0814012145996,Bull,Golden
2024-07-16,556.36865234375,528.274614868164,481.78666259765623,Bull,Golden
2024-07-17,548.5677490234375,529.2062799072265,482.4408804321289,Bull,Golden
2024-07-18,544.35205078125,529.9499536132812,483.0790888977051,Bull,Golden
2024-07-19,540.7372436523438,530.6101373291016,483.7000520324707,Bull,Golden
2024-07-22,546.3121948242188,531.3808392333984,484.3767692565918,Bull,Golden
2024-07-23,545.4552001953125,532.0758856201172,485.03423828125,Bull,Golden
2024-07-24,533.0938720703125,532.5105487060547,485.6306805419922,Bull,Golden
2024-07-25,530.3162841796875,532.8882873535156,486.1886695861816,Bull,Golden
2024-07-26,536.2556762695312,533.3378833007813,486.7629522705078,Bull,Golden
2024-07-29,536.57080078125,533.6665393066406,487.32784393310544,Bull,Golden
2024-07-30,533.852294921875,533.9622290039063,487.8704672241211,Bull,Golden
2024-07-31,542.5299072265625,534.4165478515625,488.4694435119629,Bull,Golden
2024-08-01,534.8471069335938,534.7052319335937,489.0405339050293,Bull,Golden
2024-08-02,524.88916015625,534.7692309570313,489.53970611572265,Bull,Golden
2024-08-05,509.6024169921875,534.5575366210937,489.96254226684573,Bull,Golden
2024-08-06,514.3007202148438,534.5158020019531,490.43718811035154,Bull,Golden
2024-08-07,510.8631286621094,534.3369805908203,490.9130697631836,Bull,Golden
2024-08-08,522.6729125976562,534.3870892333985,491.4735401916504,Bull,Golden
2024-08-09,524.977783203125,534.556146850586,492.04909317016603,Bull,Golden
2024-08-12,525.2535400390625,534.7992486572266,492.61057388305665,Bull,Golden
2024-08-13,533.8916625976562,535.1216448974609,493.2448796081543,Bull,Golden
2024-08-14,535.5759887695312,535.4692852783203,493.91197738647463,Bull,Golden
2024-08-15,544.755859375,535.9889361572266,494.6340887451172,Bull,Golden
2024-08-16,545.977294921875,536.409701538086,495.3383757019043,Bull,Golden
2024-08-19,551.197509765625,536.9350701904297,496.0560426330566,Bull,Golden
2024-08-20,550.30126953125,537.4552740478516,496.7474897766113,Bull,Golden
2024-08-21,552.1923828125,537.9809027099609,497.4089129638672,Bull,Golden
2024-08-22,547.8585205078125,538.3945245361328,498.0295118713379,Bull,Golden
2024-08-23,553.6796875,538.8379730224609,498.6743428039551,Bull,Golden
2024-08-26,552.3598022460938,539.2336212158203,499.30653060913085,Bull,Golden
2024-08-27,553.1183471679688,539.6379608154297,499.9409515380859,Bull,Golden
2024-08-28,549.9072265625,539.8932513427734,500.57593719482423,Bull,Golden
2024-08-29,549.9564819335938,540.122230834961,501.17817184448245,Bull,Golden
2024-08-30,555.2064208984375,540.4854681396484,501.8087034606934,Bull,Golden
2024-09-03,543.78076171875,540.6345928955078,502.3404823303223,Bull,Golden
2024-09-04,542.6677856445312,540.7963262939453,502.86206604003905,Bull,Golden
2024-09-05,541.347900390625,540.8904888916015,503.3743693542481,Bull,Golden
2024-09-06,532.2369384765625,540.7890362548828,503.83838882446287,Bull,Golden
2024-09-09,538.1959838867188,540.7898236083985,504.3152903747559,Bull,Golden
2024-09-10,540.5402221679688,540.879849243164,504.808738861084,Bull,Golden
2024-09-11,546.0855102539062,541.0587176513671,505.32138397216795,Bull,Golden
2024-09-12,550.6854248046875,541.2572857666015,505.8556639099121,Bull,Golden
2024-09-13,553.5614624023438,541.4651129150391,506.40832061767577,Bull,Golden
2024-09-16,554.3790283203125,541.6266473388672,506.96287185668945,Bull,Golden
2024-09-17,554.6055908203125,541.7801043701172,507.5201156616211,Bull,Golden
2024-09-18,552.9607543945312,541.8900286865235,508.0604106140137,Bull,Golden
2024-09-19,562.3966064453125,542.0803240966796,508.6347250366211,Bull,Golden
2024-09-20,561.4244384765625,542.3465216064453,509.21592498779296,Bull,Golden
2024-09-23,562.827392578125,542.5716326904297,509.8045783996582,Bull,Golden
2024-09-24,564.4378051757812,542.7986151123047,510.4102519226074,Bull,Golden
2024-09-25,563.1929321289062,542.9351007080078,510.99278839111327,Bull,Golden
2024-09-26,565.4258422851562,543.2722625732422,511.57688735961915,Bull,Golden
2024-09-27,564.6058349609375,543.6773382568359,512.1481619262695,Bull,Golden
2024-09-30,566.8682250976562,544.1999578857422,512.7204641723633,Bull,Golden
2024-10-01,561.7900390625,544.5095147705078,513.236181640625,Bull,Golden
2024-10-02,562.0271606445312,544.8409539794922,513.7457249450683,Bull,Golden
2024-10-03,560.9996337890625,545.3990692138672,514.2539186096192,Bull,Golden
2024-10-04,566.09765625,546.1146966552734,514.7746826171875,Bull,Golden
2024-10-07,560.9798583984375,546.6091802978516,515.2558123779297,Bull,Golden
2024-10-08,566.285400390625,547.203472290039,515.795671081543,Bull,Golden
2024-10-09,570.2077026367188,547.930580444336,516.3334127807617,Bull,Golden
2024-10-10,569.2098388671875,548.4641790771484,516.8615162658691,Bull,Golden
2024-10-11,572.6183471679688,549.219603881836,517.3968746948242,Bull,Golden
2024-10-14,577.3014526367188,550.2678497314453,517.9514399719238,Bull,Golden
2024-10-15,572.8159790039062,551.5321209716797,518.4826969909668,Bull,Golden
2024-10-16,575.3056640625,552.7522198486328,519.0331559753417,Bull,Golden
2024-10-17,575.3551025390625,554.0420593261719,519.5968795776367,Bull,Golden
2024-10-18,577.5682373046875,555.1399658203125,520.1905587768555,Bull,Golden
2024-10-21,576.6196899414062,556.1728039550782,520.7868850708007,Bull,Golden
2024-10-22,576.3134765625,557.1940026855468,521.3785479736329,Bull,Golden
2024-10-23,571.0474853515625,557.937119140625,521.9111904907227,Bull,Golden
2024-10-24,572.282470703125,558.6712487792969,522.4535314941406,Bull,Golden
2024-10-25,572.0848388671875,559.2178283691406,522.9817692565917,Bull,Golden
2024-10-28,573.8533935546875,559.7753503417969,523.5198770141601,Bull,Golden
2024-10-29,574.7821044921875,560.2470422363281,524.0610137939453,Bull,Golden
2024-10-30,573.0432739257812,560.7018823242188,524.6020202636719,Bull,Golden
2024-10-31,561.809814453125,560.8942309570313,525.0997792053223,Bull,Golden
2024-11-01,564.1809692382812,561.2206799316406,525.5888400268555,Bull,Golden
2024-11-04,562.9656372070312,561.4063989257812,526.0427551269531,Bull,Golden
2024-11-05,569.7730102539062,561.7546630859375,526.5257153320313,Bull,Golden
2024-11-06,583.9407958984375,562.3711120605469,527.0726142883301,Bull,Golden
2024-11-07,588.455810546875,563.1420837402344,527.6394943237304,Bull,Golden
2024-11-08,591.0048828125,563.9630517578125,528.2062001037598,Bull,Golden
2024-11-11,591.5679931640625,564.690283203125,528.778755645752,Bull,Golden
2024-11-12,589.7304077148438,565.6092761230469,529.3232331848144,Bull,Golden
2024-11-13,590.0169067382812,566.5562585449219,529.871002960205,Bull,Golden
2024-11-14,586.2229614257812,567.453759765625,530.4390022277832,Bull,Golden
2024-11-15,578.7142333984375,568.3833056640625,530.9385290527343,Bull,Golden
2024-11-18,581.08544921875,569.2410949707031,531.4247088623047,Bull,Golden
2024-11-19,583.2095947265625,570.094482421875,531.9303182983399,Bull,Golden
2024-11-20,583.4072265625,570.8409167480469,532.429917755127,Bull,Golden
2024-11-21,586.5391235351562,571.5579907226562,532.9250141906738,Bull,Golden
2024-11-22,588.3570556640625,572.2539025878906,533.4281237792969,Bull,Golden
2024-11-25,590.352783203125,572.9733776855469,533.927117767334,Bull,Golden
2024-11-26,593.435302734375,573.7499719238281,534.4426010131835,Bull,Golden
2024-11-27,591.6371459960938,574.5234997558593,534.9828607177734,Bull,Golden
